Erreur	Correction	Fréquence	
puiffe	puisse	1 
ltile	utile	1 
lvii	vii	1 
penfent	pensent	1 
expreflions	expressions	1 
l’expertencc	l’experience	1 
jufte	juste	1 
expreflions	expressions	1 
ccou	chou	1 
lefla	defla	1 
fotenttr	flottent	1 
erit	crit	1 
ntc	etc	1 
lucidm	lucide	1 
verbaque	embarque	1 
potiits	points	1 
oraler	orale	1 
quibttt	quitter	1 
vtrbis	trois	1 
qmdjue	module	1 
orat	rat	1 
retfï	retï	1 
fapere	faire	1 
efl	el	1 
fonsi	fonci	1 
quelqmubfois	quelquefois	1 
unepromtehlétnoire	unepromtehlénoire	1 
agremens	rarement	1 
~i	~i	1 
perfonne	personne	1 
fi	fi	1 
illufion	illusion	1 
talens	talent	1 
chofes	choses	1 
préfentent	présentent	1 
l’efprit	l’esprit	1 
aufli	aussi	1 
converfation	conversation	1 
pithagoricitns	pithagoricitns	1 
céleiles	céelles	1 
gliflant	vigilant	1 
fur	fur	1 
appercevons	appercevons	1 
fommes	hommes	1 
aufli	aussi	1 
grammaiae	grammaire	1 
mufique	musique	2 
apperceveir	apercevoir	1 
fondez	fonde	1 
mufique	musique	2 
auffi	suffi	1 
dilcours	discours	1 
dogmatiquet	dogmatique	1 
chofcs	chocs	1 
rhetorique	historique	1 
lxii	xii	1 
fe	fe	1 
fujet	sujet	1 
confeils	conseils	1 
feulement	seulement	1 
auffi	suffi	1 
faifant	faisant	1 
fuivre	suivre	1 
converfation	conversation	1 
fauvage	sauvage	1 
fociété	société	1 
hommtt	homme	1 
dtlrum	atrium	1 
feuls	seuls	1 
luffiroit	suffirait	1 
favoir	avoir	1 
fe	fe	1 
raitonnemens	raisonnement	1 
choies	choses	1 
pourroient	pourraient	1 
nuifiblcs	nuisibles	1 
obligez	oblige	1 
(ociété	(ociété	1 
fcrvir	crire	1 
befoin	besoin	1 
envifagcr	envisager	1 
côtez	côtez	1 
difeours	discours	1 
pcntces	centres	1 
lxiv	xiv	1 
géometiiques	gédomestiques	1 
pallions	allions	1 
ks	ks	1 
aife-	aise-	1 
tigrtt	grotte	1 
itonls	dition	1 
l’hebatu	l’habitu	1 
movtn	monde	1 
lxv	lev	1 
rhétoriqut	rhétorique	1 
lxvi	xvi	1 
bu	bu	1 
fecours	recours	1 
comlnuns	communes	1 
fur	fur	2 
fur	fur	2 
peffuader	persuader	1 
lxvii	xvii	1 
c’eit	c’est	1 
ditcours	discours	1 
ble	ble	1 
dj	dj	1 
perfuadez	persuader	1 
difeours	discours	1 
fur	fur	3 
fur	fur	3 
fur	fur	3 
argumens	argument	1 
accompagnez	accompagnez	1 
ornemens	ornements	1 
nicre	nice	1 
lxix	xix	1 
l’eloquence	l’loquence	1 
feulement	seulement	1 
argumens	argument	1 
convaincans	convaincant	1 
aufli	aussi	1 
agrémens	agrémens	1 
k	k	1 
geile	geile	1 
perfonne	personne	1 
lxx	lix	1 
plaifir	plaisir	1 
eft	eft	1 
cluroít	leurít	1 
lxxi	xxi	1 
converfation	conversation	1 
fuffit	suffit	1 
talens	talent	1 
tonde	monde	1 
vilage	village	1 
gefte	geste	1 
meus	mes	1 
efl	el	1 
fidentine	sidentiel	1 
cutn	cut	1 
récitas	récits	1 
ejfe	elfe	1 
tuas	tas	1 
fententi4	sentent4	1 
tmonditu	mondiaux	1 
yerbïs	berbïs	1 
elaf4	elf4	1 
cjuarum	castrum	1 
fupiru¡p	fuir¡p	1 
tnum	num	1 
ratore	rature	1 
efl	el	1 
vocis	vois	1 
vtdtuf	titeuf	1 
jeflut	exclut	1 
fnediratio	federation	1 
mandata	mandat	1 
dormit	dormir	1 
rideh	ride	1 
ornemens	ornements	1 
chofe	chose	2 
ithétotiquc	ithéoptique	1 
produétion	promuétion	1 
circonftances	circonstances	1 
chofe	chose	2 
lxxiii	xxiii	1 
eft	eft	1 
deoiner	deviner	1 
dédommagent	dédommagement	1 
ltile	utile	1 
eft	eft	1 
affeéèé	afféèé	1 
vidtatur	aviateur	1 
fitlum	film	1 
tmnia	tania	1 
caufa	causa	1 
iratore	rature	1 
proftèfa	protèfa	1 
vtdêtmur	vidêtour	1 
pédanterie	pédanterie	1 
l’eloquence	l’loquence	1 
l’élegance	l’élgance	1 
puifqur	puisque	1 
fouvent	fouvent	1 
difeours	discours	1 
éloquens	éloquent	1 
qualitcz	qualit	1 
eloquence	loquence	1 
eft	eft	1 
favoir	avoir	1 
fe	fe	1 
là-deflus	là-depuis	1 
dicebat	discret	1 
tjff	toff	1 
dictre	dicte	1 
débitent	débitent	1 
feche	fiche	1 
véritez	véritez	1 
inveétivcnr	indeéticent	1 
couvent	couvent	1 
fa	fa	1 
compaflîcm	complîcm	1 
teftime	estime	1 
fes	fes	1 
converfition	conversation	1 
db	db	1 
rhetorique	historique	1 
plaifir	plaisir	1 
plailanterie	plaisanterie	1 
loifqu’on	lorsqu’on	1 
froij	froid	1 
toimême	tomême	1 
lxxx	xxx	1 
pcrfuader	persuader	1 
l’oient	l’orient	1 
talens	talent	1 
foient	soient	1 
nombic	nombre	1 
yfpolognes	yfpolognes	1 
fa	fa	1 
l’adicfle	l’article	1 
propoie	propose	1 
ddfcre	difice	1 
taits	tait	1 
inltruire	instruire	1 
fiftion	fiction	1 
bêtcs	bêtcs	1 
choies	choses	1 
biablc	bible	1 
l’allegorie	l’allergie	1 
feulement	seulement	1 
pérnciration	pénonciation	1 
chofes	choses	1 
julte	juste	1 
feule	seule	1 
irts	arts	1 
rhetorique	historique	1 
fenter	senter	1 
feule	seule	1 
lxxxv	xxx	1 
perfuade	persuade	1 
mrile	mile	1 
difeours	discours	1 
intitulez	intitule	1 
démonfirations	démonstrations	1 
elpèce	espèce	1 
prutêtre	peutêtre	1 
lxxx	xxx	1 
eft	eft	1 
perfuader	persuader	1 
ignorans	ignorant	1 
forte	forte	1 
enfeignent	enseignent	1 
rhe	rhe	1 
quens	ques	1 
lefguels	lesquels	1 
feigner	seigner	1 
d’eloquence	d’loquence	1 
rel	rel	1 
ufage	usage	1 
perluader	persuader	1 
j’étude	j’étude	1 
talens	talent	1 
feroit	feront	1 
affoibhr	afficher	1 
fuivre	suivre	1 
efprit	esprit	1 
eft	eft	1 
féjourntr	féjourner	1 
penlent	pensent	1 
folidement	solidement	1 
caraetère	caractère	1 
enfuite	ensuite	1 
s’appliguer	s’appliquer	1 
voye	voye	1 
perfuader	persuader	1 
tntm	tnt	1 
gignit	dignit	1 
ejl	el	1 
honeftas	hornets	1 
exijlit	exploit	1 
fpltndor	fpltndor	1 
verbis	verbes	1 
dictt	dict	1 
edneatione	generation	1 
ddélrinaqu	ddélyrique	1 
puerili	pluriel	1 
fiagret	figure	1 
tfudto	studio	1 
gtnerum	gartner	1 
infinitit	infinitif	1 
cognorit	confort	1 
haua	haut	1 
requiret	requiert	1 
orationit	formation	1 
ipfâ	infâ	1 
turt	ture	1 
tfp	afp	1 
xci	ci	1 
difcours	discours	1 
confiftant	confiant	1 
raitons	rations	1 
difpofition	disposition	1 
judicieufc	judicieux	1 
impolîîle	imposîîle	1 
foutienne	foutienne	1 
leeteur	lecteur	1 
s’eit	s’est	1 
raifonner	raisonner	1 
jufte	juste	1 
l’etude	l’etude	1 
philofophie	philosophie	1 
xcir	cir	1 
etl	etl	1 
fachent	cachent	1 
stcratic	scratch	1 
fauroit	aurait	1 
iont	sont	1 
paroiflent	profilent	1 
xciv	xiv	1 
ftile	utile	1 
difcours	discours	1 
bafll’ffej	ball’ffej	1 
c’cft	c’cft	1 
xcv	xv	1 
aifément	aifément	1 
ftile	utile	1 
iampant	rampant	1 
tont	tont	1 
oppofé	opposé	1 
oratorem	moratoire	1 
ftttùit	ftthùit	1 
xcvii	xvii	1 
tlilc	telle	1 
petitefle	petitefle	1 
xcviii	xviii	1 
defenfe	defence	1 
cavendw	caverne	1 
didin	divin	1 
pemliit	permit	1 
binftus	intrus	1 
augult	august	1 
chrift	christ	1 
quifqu;".,nld	unique;".,nid	1 
tniniws"rialer	tennis"riale	1 
rfvi	rivi	1 
di;itds	di;itis	1 
tri’.hhtur	tri’.tour	1 
mfirmi	affirm	1 
m114ntur	m114neur	1 
narn	arn	1 
turrndo	tournoi	1 
nnnub,	connu,	1 
pectanttf	percutant	1 
iviriwpn	ivoirien	1 
ufontrt	contrat	1 
xcix	xix	1 
xcix	xix	1 
lavoir	lavoir	1 
néceffité	nécessité	1 
fervir	servir	1 
enfuitc	enfuit	1 
difeours	discours	1 
chofe	chose	1 
eft	eft	2 
eft	eft	2 
fiile	fille	1 
n’uptc	n’utc	1 
dan)	dan)	1 
liecles	hicules	1 
perluade	persuade	1 
fiècles	fiècles	1 
ignoroit	ignorait	1 
ftile	utile	1 
fiéclcs	fiécles	1 
l’eloquence	l’loquence	1 
cultivee	cultiver	1 
jutte	juste	1 
cil-il	cil-il	1 
eft	eft	1 
raifonner	raisonner	1 
chofes	choses	1 
eft	eft	2 
ftile	utile	1 
rhcroïtme	croixïme	1 
eft	eft	2 
l’héroïtme	l’héroïsme	1 
etl	etl	1 
auflî	aflî	1 
fur	fur	1 
filiet	filet	1 
biillante	brillante	1 
pat	pat	1 
naturcllement	naturellement	1 
ainfi	ainsi	1 
penfée	pensée	1 
expn	exp	1 
lfion	lion	1 
fentir	sentir	1 
ett	ett	1 
rafinement	raffinement	1 
lubtilite	subtilit	1 
fur	fur	1 
idé’s	idé’s	1 
ipintuelles	ponctuelles	1 
priies	prises	1 
fe	fe	1 
pafle	parle	1 
nr	nr	1 
bles	bles	1 
cc	cc	1 
falloit	fallait	1 
ftile	utile	1 
fimplcment	simplement	1 
cvi	ci	1 
prefque	presque	1 
alind	blind	1 
naturd	nature	1 
éliud	élid	1 
fapm’ti	faim’ti	1 
ditit	dixit	1 
fiir	finir	1 
fufceptibles	susceptibles	1 
cs	cs	1 
taufîcmcnt	tauxîment	1 
falloit	fallait	1 
l’hiltoire	l’histoire	1 
fimple	simple	1 
cvii	vii	1 
rft	rit	1 
pus	pus	1 
gliflànt	giflànt	1 
guoes	gues	1 
fiile	fille	1 
cviii	xviii	1 
folitude	solitude	1 
converfation	conversation	1 
eft	eft	1 
compofition	composition	1 
fiile	fille	1 
cix	ci	1 
cix	ci	1 
lorsqjje	lorsque	1 
perfonnes	personnes	1 
ioutiennent	soutiennent	1 
lêntimens	lêimmense	1 
oppofez	oppose	1 
n’eft	n’est	1 
toujouis	toujours	1 
nux	aux	1 
railons	raisons	1 
ion	ion	1 
fentiment	sentiment	1 
raifon	raison	1 
fatire	faire	1 
perfonnes	personnes	1 
fe	fe	1 
foucient	soucient	1 
pantirique	satirique	1 
c’eft	c’est	1 
l’eiprit	l’esprit	1 
itile	utile	1 
d’expreffions	d’expressions	1 
çhoix	çchoix	1 
comparaifom	comparaison	1 
riété	riété	1 
qyel	quel	1 
foit	fait	1 
cxi	ci	1 
elfc	elf	1 
nccdkàirej	nickàire	1 
n’etl	n’etl	1 
plailir	plaisir	1 
vivans	vivant	1 
inlupporta"blc	inlupporta"bec	1 
n’eil	n’eil	1 
fe	fe	1 
gout	gout	1 
fiècle	fiècle	1 
réuffi	résuffi	1 
raifon	raison	1 
fens	fens	1 
cxnr	cnr	1 
diverfcs	divers	1 
lllutl	fallut	1 
foum	form	1 
idto	into	1 
mnis	mais	1 
voifine	voisine	1 
cxiv	xiv	1 
hipocrites	hypocrites	1 
aufli	aussi	1 
oiau	riau	1 
abufent	abusent	1 
l’errcur	l’erreur	1 
gatdcr	garder	1 
cxv	xv	1 
i	i	1 
natu	nat	1 
aptrit	apprit	1 
ifntm	int	1 
ghriâ	griâ	1 
ttndat	mandat	1 
verbis	verbes	1 
fiçurit	fiçprit	1 
velut	veut	1 
injïitcr	intïincr	1 
tbjuentu	juventus	1 
intuendum	inattendu	1 
dubit	duit	1 
quintit	quantit	1 
(es	(es	1 
piobité	probité	1 
paile	parle	1 
je	je	1 
iuccès	succès	1 
oratore	oratoire	1 
dicendi	incendie	1 
eluceat	lucent	1 
i	i	1 
cxvi	xvi	1 
espoctes	espaces	1 
fauroicnt	fabricant	1 
eil	eil	1 
compofitions	compositions	1 
fiékions	fiégions	1 
hiitorifns	historiens	1 
philofophcs	philosophes	1 
mijuité	minuité	1 
difpenler	dispenser	1 
cxvii	xvii	1 
ëtcs	ëtcs	1 
n’eft	n’est	1 
cil	cil	1 
iks	iks	1 
hiltoricns	historiens	1 
cxviii	xviii	1 
iiruple	circule	1 
lis	lis	1 
cens	cens	1 
pallions	allions	1 
scrutr	scrute	1 
nuifible	nuisible	1 
efprit	esprit	1 
voye	voye	1 
imprelfion	impression	1 
vive	vive	1 
firnple	finale	1 
raifonnemcnt	raisonnement	1 
vérircz	véeric	1 
mcfurc	church	1 
fentences	sentences	1 
philolophcs	philosophes	1 
cxix	xix	1 
vixere	pierre	1 
ofrtes	fortes	1 
ag,mtmnn4	ag,matin4	1 
carent	parent	1 
vate	date	1 
fatrl	fatal	1 
iyi	ici	1 
cxix	xix	1 
fent	rent	1 
mefure	mesure	1 
agréablemenr	agréablement	1 
lorfque	lorsque	1 
mefure	mesure	1 
cxxi	xxi	1 
chatouillent	patrouillent	1 
flate	plate	1 
pailions	parlions	1 
cxxii	xxii	1 
mm’hfqut	mm’fut	1 
pêrcnîiunt	pêrcnîint	1 
quamdtr	quatre	1 
cratioit	coration	1 
dicmtur	diteur	1 
numtri	quatri	1 
tgrtgium	tritium	1 
jttifum	tritium	1 
ferti	ferai	1 
pttl"	ptol"	1 
vtlui	lui	1 
laurt	laur	1 
cxxii	xxii	1 
difcours	discours	1 
tefprit	esprit	1 
fimplts	simples	1 
foient	soient	1 
vrayes	vraies	1 
faufles	finales	1 
eit	eit	1 
dénué	dénué	1 
interchàntcs	intercàncs	1 
n’elt	n’est	1 
difcours	discours	1 
fententieux	contentieux	1 
d’ornemtns	d’ornement	1 
mecuré	mesuré	1 
n’elt	n’est	1 
puisqjje	puisque	1 
ttns	tons	1 
n’ett	n’est	1 
abtlraites	abstraite	1 
retombons	retombant	1 
gout	gout	1 
ienfibles	sensibles	1 
diveitir	divertir	1 
abilraites	abstraites	1 
pallions	allions	1 
eft	eft	1 
reflorc	renforc	1 
ton	ton	1 
lorrqu’il	lorsqu’il	1 
fimplement	simplement	1 
je	je	1 
fiftions	fictions	1 
plaifcnt	plainte	1 
abandoftner	abandonner	1 
caufa	causa	1 
vrai-femblable	vrai-semblable	1 
confiile	confirme	1 
eft	eft	1 
poffible	possible	1 
ablurdité	absurdité	1 
n’être	n’être	1 
divutir	diviser	1 
chanlons	chansons	1 
itile	utile	1 
leftcurs	lecteurs	1 
chofes	choses	1 
férieufes	férieures	1 
font	font	1 
onr	on	1 
l’uiage	l’usage	1 
diiant	disant	1 
profe	proie	1 
cxxx	xxx	1 
cxxx	xxx	1 
mefure	mesure	1 
tranfpofitions	tranfpofitions	1 
févère	févère	1 
fe	fe	1 
profe	proie	1 
penfée	pensée	1 
palfe	palme	1 
phrafe	phrase	1 
pais	pais	1 
caufe	cause	1 
employent	emploient	1 
phrafes	phrases	1 
dilcours	discours	1 
c’eit	c’est	1 
bue	bue	1 
eft	eft	1 
lefqucls	lesquels	1 
se	se	1 
figutes	figures	1 
chofes	choses	1 
be	be	1 
philofophie	philosophie	1 
iujlu",	voulu",	1 
piimâ	primâ	1 
rcglcs	glaces	1 
poëfie	poëfie	1 
vendoit	vendit	1 
c’sst	c’est	1 
lorlque	lorsque	1 
fur	fur	1 
eft	eft	1 
propofé	proposé	1 
c’eft	c’est	1 
affigne	affine	1 
lorfque	lorsque	1 
fiûlnit	fiûunit	1 
accucü	accusü	1 
poetique	portique	1 
n’étoient	n’étoient	1 
iervées	servées	1 
ftifant	faisant	1 
paroitre	paraitre	1 
iuivi	suivi	1 
siccle	sicile	1 
groffier	greffier	1 
feules	seules	1 
ntoim	trois	1 
fafla	falla	1 
ijla	isla	1 
ift	int	1 
iwl«	il«	1 
kautêm	fautêm	1 
nobis	nois	1 
rtliïlit	reliïlit	1 
mafi/lrorum	mafi/lorsqu	1 
quintit	quantit	1 
cxl	cl	1 
cxl	cl	1 
l’enthoufiafme	l’enthousiasme	1 
beautez	beaut	1 
cil	cil	1 
l’odl	l’ol	1 
eft	eft	2 
poëmc	poëmc	1 
pocte	porte	1 
eft	eft	2 
fon	fon	1 
l’galfs	l’gales	1 
n’eft	n’est	1 
d’cfprir	d’crire	1 
ftile	utile	1 
briëvetc	briëvet	1 
auterife	autriche	1 
efpecc	effect	1 
foit	fait	1 
loutenu	soutenu	1 
jufqu’à	jusqu’à	1 
ctti	citi	1 
neminit	minist	1 
huini	huiti	1 
h"ntrth	h"north	1 
pocme	poche	1 
inltruétion	inltruétion	1 
déguifée	déguisée	1 
fous	fous	1 
l’allegorie	l’allergie	1 
c’eft	c’est	1 
poeme	pomme	1 
poëmc	poëmc	1 
eft	eft	1 
furprendre	surprendre	1 
lefteurs	lecteurs	1 
d’uly	d’ulm	1 
l’établiflement	l’établissement	1 
d’eni	d’eni	1 
prife	prise	1 
jerufalem	jerusalem	1 
pcre	pare	1 
hidorique	historique	1 
d’aetion	d’action	1 
préfenter	présenter	1 
cxlvi	calvi	1 
lgs	les	1 
fentimens	sentiment	1 
ibutenus	obtenus	1 
pallions	allions	1 
tenti-	tent-	1 
cxlvil	civile	1 
l’aaion	l’avion	1 
defoidre	effondre	1 
effec	effet	1 
lfart	lart	1 
poctc	point	1 
rlus	plus	1 
focte	forte	1 
compofer	composer	1 
heureufe	heureuse	1 
faillie	faillite	1 
fuffit	suffit	1 
pluficurs	plusieurs	1 
talens	talent	1 
eft	eft	1 
efpèce	efpèce	1 
cil	cil	1 
feuls	seuls	1 
fe	fe	1 
modelle	moselle	1 
fur	fur	1 
zaïde	zaïde	1 
unt	un	1 
salira	salir	1 
qutdtm	quitte	1 
nojlra	normal	1 
peintuie	peinture	1 
poëlie	poëlie	1 
perfonnes	personnes	1 
diftinguées	distinguées	1 
l’hiftoirc	l’histoire	1 
lue	lue	1 
jet	jet	1 
eft	eft	1 
comedie	comedie	1 
c’elt	c’est	1 
lorfque	lorsque	1 
fujet	sujet	1 
pcrfonnages	personnages	1 
is	is	1 
pais	pais	1 
éloignez	éloigner	1 
hermtut	helmut	1 
relprit	reprit	1 
î|ue	î|ue	1 
l’hilioire	l’histoire	1 
fabuleufe	fabuleuse	1 
lûflïe	lûlïe	1 
iclquels	lesquels	1 
éloignez	éloigner	1 
aufli	aussi	1 
perfonnages	personnages	1 
comc4ie	comp4ie	1 
povices	polices	1 
paflion	flexion	1 
fent	rent	1 
troijyc	troicki	1 
comedie	comedie	1 
clv	cle	1 
fibi	fini	1 
cenfure	censure	1 
maiues	maires	1 
tems	tems	1 
lorlque	lorsque	1 
compcnfées	compensées	1 
plaifir	plaisir	1 
tems	tems	1 
plufieurs	plusieurs	1 
trigedie	trilogie	1 
eft	eft	1 
fe	fe	1 
fujet	sujet	1 
juftice	justice	1 
puisqjue	puisque	1 
vifage	visage	1 
pallions	allions	1 
traifs	trains	1 
gelte	geste	1 
furprenant	surprenant	1 
auffi	suffi	1 
l’étnicnt	l’étaient	1 
ayent	ayant	1 
fouffert	souffert	1 
perronn¡gcs	perron¡gcs	1 
puifque	puisque	1 
matques	matiques	1 
guères	guères	1 
clix	clin	1 
eft	eft	1 
furprcnant	surprenant	1 
pantmimes	pantmimes	1 
divertiflent	divertiflent	1 
foient	soient	1 
comedie	comedie	1 
propofe	propose	1 
ridiv	cidiv	1 
corte	corte	1 
(buvant’éuffi	(buvant’ésuffi	1 
ibit	bit	1 
lx	lx	1 
fujets	sujets	1 
plaitir	plaisir	1 
lorfqu’on	lorsqu’on	1 
caufe	cause	1 
fent	rent	1 
foimême	foisême	1 
pluifir	plaisir	1 
chofes	choses	1 
fimples	simples	1 
glies	glise	1 
fpcétacle	fcétacle	1 
eft	eft	1 
mêhnge	mêange	1 
monftrucux	monstrueux	1 
réalitez	réalisez	1 
dépenle	dépense	1 
vtrfm	terme	1 
iiuloi	ioulia	1 
nalatits	atlantis	1 
pndr"	andr"	1 
ridilu	indiqu	1 
paftorale	pastorale	1 
compoié	composé	1 
ilile	ille	1 
fous	fous	2 
fous	fous	2 
relevez	relever	1 
ccmcdie	ccmcdie	1 
ccpl	cupl	1 
l’ufage	l’usage	1 
perfonnages	personnages	1 
comedie	comedie	1 
tragédpire	tragédire	1 
iogue	vogue	1 
i’hcloguc	i’hcloguc	1 
clxv	clav	1 
fe	fe	1 
propofa	proposa	1 
tiavaux	travaux	1 
naïupillc	naïpill	1 
paflbns	parlons	1 
dembiaf-	debian-	1 
d’embrafler	d’embrasser	1 
lorfqu’elle	lorsqu’elle	1 
fe	fe	1 
préfcntc	préchant	1 
auffi	suffi	1 
fujet	sujet	1 
toit	toit	1 
rufticité	rusticité	1 
délicatefle	délicatesse	1 
politctre	politctre	1 
clxvi	clavi	1 
plaifirs	plaisirs	2 
plaifirs	plaisirs	2 
eft	eft	1 
lutorel	lautre	1 
chcvres	charles	1 
faifeurs	faiseurs	1 
d’eclogucs	d’caloducs	1 
clxvii	xviii	1 
n’cit	n’cit	1 
efprit	esprit	2 
efprit	esprit	2 
fengble	englobe	1 
fouvent	fouvent	1 
postiqjt	prostitu	1 
circonftances	circonstances	1 
pcrionnes	personnes	1 
inftruites	inftruites	1 
génerales	génerale	1 
fimplement	simplement	1 
comparaifons	comparaisons	1 
eft	eft	1 
forte	forte	1 
fujets	sujets	1 
penfée	pensée	1 
jufte	juste	1 
l’bpigramme	l’pigramme	1 
fie	fie	1 
feules	seules	1 
comparaifons	comparaisons	1 
fuperficieb	superficie	1 
iommej	comme	1 
ac	ac	1 
fuivant	suivant	1 
autie	autre	1 
cclui	celui	1 
epigramme	epigramme	1 
efllc	elle	1 
fecours	recours	1 
uneelpèce	brunelèce	1 
reprefente	reprefente	1 
cc	cc	1 
paroiilènt	parfoisènt	1 
jauroit	aurait	1 
oui	oui	1 
converlat	convertir	1 
paliuges	pliques	1 
cbuiique	critique	1 
poetique	portique	1 
vifages	visages	1 
bon	bon	1 
réufli	réueli	1 
poëfie	poëfie	1 
entendus	entendus	1 
converfation	conversation	1 
teroit	troit	1 
s’étoient	s’étoient	1 
duren	dure	1 
liare	livre	1 
françoife	françoise	1 
foui	oui	1 
prçflc	prçfac	1 
fervir	servir	1 
l’hifioire	l’histoire	1 
auberi	aubert	1 
choifies	choisies	1 
hiye	haye	1 
diverfes	diverses	1 
fur	fur	1 
philofophie	philosophie	1 
d’hilloire	d’histoire	1 
melne	milne	1 
adrerte	adresse	1 
pangtois	pantois	1 
uayle	bayle	1 
vernuilh	verneuil	1 
çationelle	çnationale	1 
conftruétion	contreétion	1 
inftrumens	instruments	1 
df	df	1 
néceilaires	nécessaires	1 
illuflres	illustres	1 
saliibury	salisbury	1 
difcours	discours	1 
fur	fur	1 
barner	warner	1 
fervir	servir	1 
kiimore	importe	1 
callieres	cavaliers	2 
hiftoire	histoire	1 
callieres	cavaliers	2 
epiflol-el	epsilon-el	1 
curante	courante	1 
tbité	taité	1 
janfon	janson	1 
castal	castel	1 
fur	fur	1 
péfanteur	péfacteur	1 
univerfclle	universelle	1 
caftel9	cartel9	1 
compagnig	compagnie	1 
dc	dc	1 
hiftoire	histoire	1 
nolc	nonc	1 
hiitoriqucs	historiques	1 
qco-	co-	1 
catrnu	patron	1 
arp	arp	1 
d’hiftoire	d’histoire	1 
d’erudition	d’rudition	1 
choifies	choisies	1 
hifloire	histoire	1 
mr	mr	1 
hîftoîre	hîtoîre	1 
pai’sbas	pai’bas	1 
nailfance	naissance	1 
iulqu’à	jusqu’à	1 
d’utrccht	d’utrecht	1 
difcowrs	discours	1 
fur	fur	2 
penfer	penser	1 
raifonner	raisonner	1 
fur	fur	2 
l’occalion	l’occasion	1 
seéte	seéte	1 
d’elprits-forts	d’esprits-forts	1 
crebillon	carillon	1 
mr	mr	1 
crebillon	carillon	1 
vantes	ventes	1 
fur	fur	1 
fvp-stiereanbh	mvp-stiereanbh	1 
univerfel	universel	1 
françoife	françoise	1 
furetiere	forestier	1 
bafnage	langage	1 
hiftorique	historique	1 
introduc-	introduit-	1 
l’hiftoire	l’histoire	1 
reprefentée	representée	1 
diflertations	diflertations	1 
l’hiitoire	l’histoire	1 
préfent	présent	1 
defcription	description	1 
hiftorique	historique	1 
fes	fes	3 
fes	fes	3 
fes	fes	3 
moniieur	monsieur	1 
fur	fur	1 
préfent	présent	1 
franee	france	1 
fes	fes	1 
fondemens	fondement	1 
aufli	aussi	1 
entreprîtes	entrerîtes	1 
frvir	faire	1 
conftitution	constitution	1 
ifles	iles	1 
exaae	exane	1 
produiknt	produit	1 
oiièaux	iièaux	1 
poifrons	poivrons	1 
habitans	habitans	1 
manufaéturt’s	manufaéture’s	1 
graad	grand	1 
hiftoire	histoire	1 
mr	mr	1 
di1tne	di1une	1 
plures	pluies	1 
swietate	assiette	1 
auft	aust	1 
ltmos	ltmos	1 
mn	mn	1 
longuerue	longueur	1 
defcription	description	1 
hiftorique	historique	1 
mr	mr	1 
luiscius	lucius	1 
liet	lieu	1 
geographifch	geographic	1 
pjhelc	phelps	1 
utjur	autre	1 
dsn	dun	1 
mencke	mence	1 
mr	mr	1 
méides	méides	1 
mr	mr	1 
plulieurs	plusieurs	1 
difcours	discours	1 
diverfes	diverses	1 
converlations	conversations	1 
fofthumes	posthumes	1 
mr	mr	1 
plufieurs	plusieurs	1 
difcuurs	discours	1 
diverfes	diverses	1 
mr	mr	1 
jjb	job	1 
ryfwyck	ryfwyck	1 
mr	mr	1 
g	g	1 
mothb	mothe	1 
ttaité	taité	1 
plnfpiration	plnfpiration	1 
sacrez	sacre	1 
teftament	testament	1 
sr	sr	1 
motraye	montre	1 
motraye	montre	1 
fur	fur	2 
fur	fur	2 
mrdelà	modelà	1 
corricee	courrier	1 
mr	mr	1 
pontchar	poincar	1 
miniltre	ministre	1 
fous	fous	1 
elemens	clemens	1 
hiftoire	histoire	1 
fiefque	afrique	1 
genes	gens	1 
rltl	rtl	1 
hayr	haye	1 
mr	mr	1 
marqjuis	marquis	1 
qjuincy	quincy	1 
brigardier	brigadier	1 
te	te	1 
hiftoire	histoire	1 
exaét	exét	1 
fe	fe	1 
palfées	palmées	1 
mr	mr	1 
penfées	pensées	1 
fur	fur	1 
disdirr	didier	1 
hiftoire	histoire	1 
pa’x	pa’x	1 
nimegue	navigue	1 
mr	mr	1 
evremont	vremont	1 
rédigez	rédiger	1 
mr	mr	1 
s’eft	s’est	1 
palfé	palé	1 
fur	fur	1 
hiftoricns	historiens	1 
hiftoire	histoire	1 
controverfes	controverses	1 
cércmonies	céconomies	1 
wheler	wheeler	1 
grece	grece	1 
whetler	wheeler	1 
ijg	ing	1 
fur	fur	1 
garderobe	garderie	1 
devoité	devaité	1 
db	db	1 
mr	mr	1 
gulllaume	guillaume	1 
mr	mr	1 
uni	uni	1 
s’eft	s’est	1 
paffé	affé	1 
jufqu’en	jusqu’en	1 
paité	faité	1 
jufqu’à	jusqu’à	1 
nimegue	navigue	1 
couc	coup	1 
nimegue	navigue	1 
jufqu’à	jusqu’à	1 
bliez	blitz	1 
doéteur	doéteur	1 
fur	fur	1 
païs-13as	païs-13as	1 
floirè	loirè	1 
dta	da	1 
elemens	clemens	1 
phiftoire	histoire	1 
vallc	vall	1 
pofthumes	posthumes	1 
dfc	fc	1 
rt	rt	1 
db	db	1 
qju)	qu)	1 
ades	ades	1 
soilluns	sillons	1 
exud	exup	1 
(on	(on	1 
juiquà	jusquà	1 
préfent	présent	1 
nimegue	navigue	1 
l’hilloire	l’histoire	1 
dicdier	didier	1 
plulieurs	plusieurs	1 
hifloriques	historiques	1 
condavi	condamn	1 
qjlali	qualit	1 
toatuti	statut	1 
giorjto	giorgio	1 
elpague	langue	1 
