Erreur	Correction	Fréquence	
"vous	vous	1 
phrafe	phrase	1 
m’examine	examine	1 
fage	face	1 
uger	juger	1 
xe	de	1 
fociété	société	1 
m’efforce	efforce	1 
quelqu’une	quelquun	1 
difeours	discours	1 
s’afsurer	s’afsurer	1 
difcrétion	discrétion	1 
difcernement	discernement	1 
préfente	présente	1 
parexcès	parexcès	1 
efprit	esprit	1 
chofes	choses	1 
agifse	agisse	1 
s’il	sil	1 
difcours	discours	2 
foient	soient	1 
fes	les	1 
circonfpeétion	circonfpeétion	1 
fage	face	1 
eil	il	1 
richefses	richesses	1 
s’il	sil	1 
fcs	fus	1 
dignités	dignité	1 
bri-	brin	1 
tranfports	transports	1 
fes	les	2 
luimême	luimême	1 
poui	pour	1 
penfc	pense	1 
fupérieurs	supérieurs	1 
guer	tuer	1 
defire	desire	1 
fes	les	1 
s’il	sil	1 
s’ils	suis	1 
refufent	refusent	1 
partome	partie	1 
ainfî	ainsi	1 
fage	face	1 
cft	cet	1 
«	a	1 
fage	face	1 
s’expofe	s’expofe	1 
pareequ’il	pareequ’il	1 
au-defsus	au-defsus	1 
s’élever	élever	1 
s’embarrafse	s’embarrafse	1 
8c	c	1 
fommet	sommet	1 
fage	face	1 
femblable	semblable	1 
fublime	sublime	1 
fymphonie	symphonie	1 
lorfque	lorsque	1 
s’ils	suis	1 
fagefse	sagesse	1 
mij	mis	1 
«	a	2 
chi-king	thinking	1 
époufeaimela	époufeaimela	1 
ijlî	il	1 
maifon	maison	1 
fes	les	2 
efprit	esprit	1 
confidérant	considérant	1 
t-on	ton	1 
fem«	fem	1 
(pedracle	(pedracle	1 
fatisfaâion	fatisfaâion	1 
«	a	3 
coeui’et	coeui’et	1 
n’éprouve«	n’éprouve	1 
n’offre-t-elle	n’offre-t-elle	1 
domefrï«	domefrï«	1 
fatisfaâion	fatisfaâion	1 
douceet	douce	1 
difoit	doit	1 
fes	les	1 
infpire	inspire	1 
ar-	are	1 
époufe	épouse	1 
c’eft-à-dirc	c’eft-à-dirc	1 
jufqu’à	jusquà	1 
fimples	simples	1 
s’élever	élever	1 
fublime	sublime	1 
iij	ii	1 
lorfque	lorsque	1 
fes	les	1 
puifsance	puissance	1 
difoit	doit	1 
fuppofant	supposant	1 
facrifices	sacrifices	1 
efpeces	especes	1 
préfumer	présumer	1 
«	a	2 
chi-king	thinking	1 
pou«	pour	1 
foit	fait	1 
faifant	faisant	1 
parcequ’il	parcequ’il	1 
invifîble	invisible	1 
infenfible	insensible	1 
puifsance	puissance	1 
invifible	invisible	1 
manifefte	manifeste	1 
ainfi	ainsi	1 
puiffance	puissance	1 
exifteet	existent	1 
manifefter	manifester	1 
par-ià	partie	1 
jufte	juste	1 
lumineufe	lumineuse	1 
fubtile	subtile	1 
ainfi	ainsi	1 
fenfible	sensible	1 
penfe	pense	1 
perfonne	personne	1 
illuftre	illustre	1 
lorfque	lorsque	1 
foit	fait	1 
i4o	ito	1 
jdste	juste	1 
rendoit	rendait	1 
confïdere	considere	1 
defcendants	descendants	1 
falles	filles	1 
s’en	sien	1 
confacra	consacra	1 
pieté	pisté	1 
lorfque	lorsque	1 
fes	les	3 
ainfi	ainsi	1 
pofsédantles	pofsédantles	1 
fallut-il	fallut-il	1 
acquitta	acquitté	1 
tréfors	trésors	1 
ufage	usage	1 
anoblit	anobli	1 
afsura	assura	1 
i4i	ici	1 
le’	le	1 
fes	les	1 
richefses	richesses	1 
chirn	chien	1 
ainfï	ainsi	1 
fîngulier	singulier	1 
foible	faible	1 
mauvaifes	mauvaises	1 
loix	loin	1 
diverfité	diversité	1 
fujets	sujets	1 
récompenfe	récompense	1 
s’accroît	accroît	1 
chi-king	thinking	1 
lecc	le	1 
fecours	secours	1 
ainlî	ainsi	1 
magiftrats	magistrats	1 
mérita	mérite	2 
excitoit	excitait	1 
tranfport	transport	1 
fuccès	succès	1 
ga«	gaz	1 
«	a	1 
fublime	sublime	1 
t43	tu	1 
fublime	sublime	1 
fages	pages	1 
vu-vam	vu-vam	1 
difoit	doit	1 
feul	seul	1 
pareequ’il	pareequ’il	1 
ven-vam	ven-vam	1 
fagevamki	fagevamki	1 
vam-ki	tamaki	1 
jetta	jette	1 
vuvam	viva	1 
ï44	ïun	1 
jouifsoit	jouissait	1 
vafsal	vassal	1 
méritèrent	méritent	1 
cheu	chez	1 
détruifant	détruisant	1 
fuccès	succès	1 
reçût	reçut	1 
fuivi	suivi	1 
cheu	chez	1 
richefs’es	richesses	1 
proclamèrent	proclament	1 
puiffe	puisse	1 
relevèrent	levèrent	1 
pofséda	posséda	1 
i4j	ij	1 
fatisfaire	satisfaire	1 
vu-vam	vu-vam	1 
avoient	avaient	1 
chu-kum	chumhum	1 
retome	retombe	1 
s’acquitta	s’acquitta	1 
defir	desir	1 
i46	il	1 
ufqu’au	qu’au	1 
(on	on	1 
fes	les	1 
ainfi	ainsi	1 
obfeques	obsèques	2 
perc	perd	1 
miniftre	ministre	3 
les-	les	1 
feroit	ferait	1 
foit	fait	1 
miniftre	ministre	1 
porteroient	porteraient	1 
aftreints	atteints	1 
jparcequ’on	jparcequ’on	1 
difpensés	dispensés	1 
miniftres	ministres	1 
régla	réglé	1 
béiens	biens	1 
plér	pour	1 
nij	ni	1 
difoit	doit	1 
vu’-vam	vu’-vam	1 
ï48	ïun	1 
fuivi	suivi	1 
jufqu’aux	jufqu’aux	1 
lesrites	lessives	1 
kum	km	1 
n’ont-ils	n’ontils	1 
preferits	prescrits	1 
avoient	avaient	1 
facré	sacré	1 
defseins	desseins	1 
fuivre	suivre	1 
bornèrent	donnèrent	1 
preferivirent	preferivirent	1 
fuivirent	suivirent	1 
i49	il	1 
falle	fille	1 
apportoit	apportait	1 
vafes	vases	1 
expofoit	exploit	1 
domeftique	domestique	1 
revêtoit	revêtait	1 
faifons	faisons	1 
préfentoit	présentait	1 
veftes	ventes	1 
confacrée	consacrée	1 
rendoit	rendait	1 
fuivoit	suivait	1 
difpoiîtion	difpoiîtion	1 
s’y	say	1 
miniflres	ministres	1 
dignités	dignité	1 
ainfi	ainsi	1 
fufsent	fussent	1 
petits-enfants	petits-enfants	1 
niij	ni	1 
rendoient	rendaient	1 
ijo	jo	1 
fupérieur	supérieur	1 
dignités	dignité	1 
difringuoit	difringuoit	1 
diftinguoit	distinguait	1 
favants	savants	1 
obfcrvoit	obfcrvoit	1 
étoit	était	1 
ferraient	feraient	1 
dignités	dignité	1 
donnoit	donnait	1 
plaçoit	plaçait	1 
danslefqucls	danslefqucls	1 
modeftie	modestie	1 
xe	de	1 
i5i	ici	1 
âsjes	ses	1 
fubordination	subordination	1 
enfemble	ensemble	1 
étoient	étaient	1 
étoit	était	1 
obfervoit	observait	1 
plaçoit	plaçait	1 
prenoient	prenaient	1 
fcrupuleufement	scrupuleusement	1 
aimèrent	aidèrent	1 
mufique	musique	1 
avoient	avaient	1 
honorèrent	honorent	1 
s’écarter	écarter	1 
fuivirent	suivirent	1 
le1uste	leste	1 
ij1	ije	1 
eufsent	eussent	1 
avoient	avaient	1 
déférèrent	dégénèrent	1 
s’ils	suis	1 
refpecterent	respecteront	1 
falles	filles	1 
obferve	observe	1 
fouverain	souverain	1 
fentira	sentira	1 
i55	il	1 
auffi	suffi	1 
n-gay-kumroidelu	n-gay-kumroidelu	1 
étoient	étaient	1 
vu-vam	vu-vam	1 
fage	face	1 
exiftent	existent	1 
auffitôt	aussitôt	1 
lefquelles	lesquelles	1 
ven-vam	ven-vam	1 
ij4	ije	1 
rofeau	roseau	1 
réurtîr	réurtîr	1 
s’étend	prétend	1 
s’élève	soulève	1 
s’il	sil	1 
s’emprefse	s’emprefse	1 
conftitué	constitué	1 
defir	desir	1 
fages	pages	1 
vu-vam	vu-vam	1 
miniftres	ministres	2 
puifse	puisse	1 
fes	les	2 
choififse	choisisse	1 
ainfi	ainsi	1 
choifir	choisir	1 
venvam	venom	1 
naifsent	naissent	1 
efsentiels	essentiels	1 
infpire	inspire	1 
confifte	confite	2 
fociété	société	1 
laregle	large	1 
fes	les	1 
indiftinétement	indistinctement	1 
fentiment	sentiment	1 
femblables	semblables	1 
embrafse	embrasse	1 
inftind	infini	1 
conftitue	constitue	1 
égale-	égale	1 
jlî	le	1 
raifon	raison	1 
fages	pages	3 
percs	perds	1 
refpect	respect	1 
fes	les	2 
ainfi	ainsi	1 
diverfité	diversité	1 
femblables	semblables	1 
refpecl	respect	1 
fes	les	1 
s’occuper	occuper	1 
ainfi	ainsi	1 
ij7	ije	1 
diftinguer	distinguer	1 
fages	pages	2 
remplifse	remplisse	1 
connoître	connaître	3 
fes	les	1 
s’il	sil	2 
foit	fait	1 
yie	vie	1 
i58	il	1 
fujetde	sujette	1 
efsentielles	essentielles	1 
furface	surface	1 
-sont	sont	1 
univerfel	universel	1 
naifsent	naissent	2 
nécefsaires	nécessaires	1 
connoifsance	connaissance	1 
ijjî	jiji	1 
cft	cet	1 
connoifsance	connaissance	2 
apprife	apprise	1 
accuiicrt	accuiicrt	1 
foient	soient	1 
foit	fait	2 
femblent	semblent	1 
connoifsance5	connoifsance5	1 
oij	oie	1 
befoin	besoin	1 
foienc	soient	1 
perfonnes	personnes	1 
travailcependant	travailcependant	1 
quoiqueles	quoiqueles	1 
longet	longe	1 
connoifsances	connaissances	1 
1éo	léo	1 
femblent	semblent	2 
raifon	raison	1 
eit	et	1 
s’y	say	1 
pareeque	parceque	1 
néceflîté	néceflîté	1 
defire	desire	1 
difoit	doit	1 
s’approche	approche	1 
ifil	fil	1 
univerfel	universel	1 
sair	sais	1 
!a	la	1 
s’efforce	efforce	1 
nécefsaire	nécessaire	2 
fcience	science	1 
connoît	connaît	1 
fes	les	1 
feul	seul	1 
nécefsairepour	nécefsairepour	1 
univerfel	universel	1 
favoir	avoir	1 
iij-	ii	1 
j6	je	1 
fouverains	souverains	1 
nécefsaire	nécessaire	1 
connoifsance	connaissance	1 
fuivantes	suivantes	1 
fes	les	1 
i°.	il	1 
fages	pages	1 
i°.	il	1 
3°.	3°.	1 
fes	les	1 
miniftres	ministres	1 
4°.	4°.	1 
miniftres	ministres	1 
soi-même	soi-même	1 
5°.	5°.	1 
6°.	6°.	1 
fes	les	1 
às’établirdans	às’établirdans	1 
royaume.	royaume	1 
artifans	artisans	1 
7°.	7°.	1 
8°.	8°.	1 
ambafsadeurs	ambassadeurs	1 
9°.	9°.	1 
feudataires	feudataires	1 
fages	pages	1 
confidere	considere	1 
s’éclaire	éclaire	1 
s’égare	sépare	1 
miniftres	ministres	1 
fes	les	3 
fuivre	suivre	1 
eftime	estime	1 
çraite	traite	1 
confpirent	conspirent	1 
s’efforce	efforce	1 
circonftances	circonstances	1 
s’élève	soulève	1 
s’il	sil	2 
proportionner	proportionnel	1 
ett	et	1 
fes	les	1 
ï(	ï	1 
mili	midi	1 
?j	j	1 
tranfportés	transportés	1 
chofes	choses	1 
nécefsaires	nécessaires	1 
s’attacher	attacher	1 
générofîté	générosité	1 
fervice	service	1 
pria"	priam	1 
feudataires	feudataires	1 
fein	hein	1 
ainfi	ainsi	1 
modeftes	modestes	1 
fes	les	1 
réfoudre	résoudre	1 
fages	pages	1 
détracter	rétracter	1 
ï6j	j	1 
richefses	richesses	1 
préfente	présente	1 
eftime	estime	1 
inacceffible	inaccessible	1 
méprifer	mépriser	1 
révérer	révéler	1 
fes	les	1 
haïfsent	haïssent	1 
unifse	unisse	1 
miniftres	ministres	2 
expéditifs	expéditif	1 
exaéts	exacts	1 
fubalternes	subalternes	1 
puifsent	puissent	1 
(s8	est	1 
miliio	milieu	1 
confidérables	considérables	1 
fubalternes	subalternes	1 
franchife	franchise	1 
lefquels	lesquels	1 
récompenfe	récompense	1 
diligents	diligent	2 
rizet	rivet	1 
fortic	fortin	1 
chofes	choses	1 
puifsent	puissent	1 
s’en	sien	1 
ontbefoin	ontbefoin	1 
plionneur	plongeur	1 
traverfer	traverser	1 
iorfqu’ils	iorfqu’ils	1 
chagrinés	chagrins	1 
foit	fait	2 
moj’en	moyen	1 
vrrtu	vertu	1 
diftinguée	distinguée	1 
s’en	sien	1 
i70	il	1 
princelcur	princelcur	1 
efrime	frime	1 
s’étantfoulevésauroientperdukur	s’étantfoulevésauroientperdukur	1 
fucceffion	fucceffion	1 
conferver	conserver	1 
i7i	ici	1 
générofité	générosité	1 
prefcrits	prescrits	1 
enfuite	ensuite	1 
préfents	présents	1 
miniftre	ministre	2 
peitonnes	personnes	1 
modiques	modique	1 
pij	pis	1 
1-jl	1-jl	1 
déterminations	détermination	1 
efl	el	2 
fincere	sincere	1 
jufte	juste	1 
réfolution	révolution	1 
fes	les	4 
feul	seul	1 
fuivre	suivre	1 
afsuré	assuré	1 
s’être	d’être	1 
fouverains	souverains	1 
obferver	observer	1 
ef-	ef	1 
i7j	ij	1 
diffimulation	dissimulation	1 
fets	mets	1 
faufseté	fausseté	1 
aftuce	astuce	1 
s’étend	prétend	1 
néceffité	nécessité	1 
fuivre	suivre	1 
confulter	consulter	1 
bafe	base	1 
iij	ii	1 
s’égare	sépare	1 
s’il	sil	1 
confulté	consulté	1 
prop	trop	1 
j74	je	1 
s’il	sil	1 
»	a	1 
suide	suite	1 
s’élever	élever	1 
bronchera	broncher	1 
quelqu’un	quelquun	1 
fagacité	sagacité	1 
fes	les	1 
s’éclairer	éclairer	1 
fciences	sciences	1 
fpéculative	spéculative	1 
connoître	connaître	1 
raifon	raison	1 
celle-là	celle-là	1 
fes	les	1 
s’il	sil	1 
fuivre	suivre	2 
celle-ci	celle-ci	1 
le-milieu	le-milieu	1 
sûrpour	sûrpour	1 
miniftre	ministre	1 
fes	les	1 
s’il	sil	1 
rem-	remy	1 
fupérieurs	supérieurs	1 
i76	il	1 
plir	plier	1 
fes	les	2 
connoissance	connaissance	1 
ainfi	ainsi	1 
raifon	raison	1 
diftmçue	diftmçue	1 
8c	c	1 
i77	il	1 
fpéculative	spéculative	1 
raifon	raison	1 
jufte	juste	1 
s’eft	c’eft	1 
pofsede	possede	1 
s’y	say	1 
afpire	aspire	1 
difeerne	discerne	1 
jufte	juste	1 
8c	c	1 
confulte	consulte	1 
chofes	choses	2 
i78	il	1 
guettions	guettons	1 
lorsqu’ils	lorsqu’ils	1 
s’adresse	adresse	1 
comprifes	comprises	1 
jufqu’à	jusquà	1 
s’il	sil	1 
réponfes	réponses	1 
perfonnes	personnes	1 
s’appliquent	rappliquent	1 
favoir	avoir	1 
i79	il	1 
raifon	raison	1 
folutioiï	folutioiï	1 
préfente	présente	1 
jufqu’à	jusquà	1 
s’adresse	adresse	1 
pafser	passer	1 
fes	les	1 
folutiorv	folutiorv	1 
épuifé	épuisé	1 
queftioh	question	1 
lorfquel’on	lorfquel’on	1 
fuffifamment	suffisamment	1 
lorfque	lorsque	1 
difeuté	discuté	1 
distin-	destin	1 
difeutent	disputent	1 
s’adrefse	s’adrefse	1 
divifîons	divisions	1 
s’en	sien	1 
lorfque	lorsque	1 
cefser	cesser	1 
connoîtra	connaîtra	1 
s’adrefse	s’adrefse	1 
pafsent	passent	1 
d’agirqu’après	d’agirqu’après	1 
lorfque	lorsque	1 
afsurés	assurés	1 
fpéculation	spéculation	1 
cefser	cesser	1 
s’adrefse	s’adrefse	1 
feul	seul	1 
efl	el	1 
réfolution	révolution	1 
foiblefse	faiblesse	1 
s’élever	élever	1 
foit	fait	1 
fecours	secours	1 
chofes	choses	1 
acquife	acquise	1 
s’élève	soulève	1 
perfedion	perfection	2 
connoifsance	connaissance	3 
mitome	mitose	1 
i8l	il	1 
ioste	poste	1 
infufe	infuse	1 
acquife	acquise	2 
nieredc	nierez	1 
connoiffance	connoiffance	1 
fcience	science	1 
raifonnable	raisonnable	1 
fes	les	2 
feul	seul	1 
aclions	actions	1 
défoliation	démolition	1 
comioître	comioître	1 
ladeftination	ladeftination	1 
raifonnable	raisonnable	1 
fes	les	1 
inftructions	instructions	1 
s’efforce	efforce	1 
foutenues	soutenues	1 
fyftême	systême	1 
puifse	puisse	1 
s’étend	prétend	1 
fadeftination	fadeftination	1 
fenfîbles	fenfîbles	1 
conq	cinq	1 
coopérateur	opérateur	1 
fagc	fac	1 
deftination	destination	1 
troifieme	troisieme	1 
peut-il	peut-il	1 
connoît	connaît	1 
afpire	aspire	1 
s’y	say	1 
fuivre	suivre	1 
s’applique	applique	1 
l8)	le	1 
parcequ’il	parcequ’il	1 
fuivant	suivant	1 
remplifse	remplisse	1 
efprits	esprits	1 
fes	les	2 
aâions	avions	1 
fécondera	féconder	1 
fcrupuleusement	scrupuleusement	1 
qiij	qui	1 
fuccemvement	fuccemvement	1 
imprimeront	impriment	1 
i8lî	il	1 
par-tout	partout	1 
s’y	say	1 
prefcience	prescience	1 
ainfi	ainsi	1 
efprit	esprit	1 
perfpicacité	perspicacité	1 
préfagent	présagent	1 
chofcs	chocs	1 
femblent	semblent	1 
efl	el	1 
défaftre	désastre	1 
deirinée	destinée	1 
efprits	esprits	1 
puifsance	puissance	1 
adminiftrateurs	administrateurs	1 
efsuyer	essuyer	1 
finiftres	ministres	1 
préfages	présages	1 
fîgnes	signes	1 
1e	de	1 
fage	face	1 
chofe	chose	1 
fage	face	1 
chofes	choses	2 
cefse	cesse	1 
auflî	mufle	1 
fage	face	1 
lès	les	1 
foi-même	foi-même	1 
laifse	laisse	1 
fubfifter	fubfifter	1 
l8jl	ll	1 
abfolue	absolue	1 
doitiue	moitie	1 
affeétion	affection	1 
mauvaife	mauvaise	1 
confram-	confram-	1 
pofsede	possede	1 
ainfi	ainsi	1 
s’affermit	raffermit	1 
long-temps	longtemps	1 
i50	il	1 
perfévérance	persévérance	1 
manifefte	manifeste	1 
conduifent	conduisent	1 
iorfcju’elleapersévéré	iorfcju’elleapersévéré	1 
entreprife	entreprise	1 
perfedion	perfection	1 
fplendeur	splendeur	2 
fesouvrages	fesouvrages	1 
foutiennenttous	foutiennenttous	1 
femblable	semblable	1 
?r	or	1 
fplendeur	splendeur	1 
fplendeur	splendeur	1 
tl	tu	1 
conftance	confiance	1 
chofes	choses	1 
atttaits	attraits	1 
fuivant	suivant	1 
fes	les	1 
loix	loin	1 
ufage	usage	1 
fuivent	suivent	1 
feul	seul	1 
-produit	produit	1 
fouveraïne	souveraine	1 
pareeque	parceque	1 
açif-	arif	1 
conftante	constante	1 
prodigieufement	prodigieusement	1 
s’appelle	sappelle	1 
connoître	connaître	1 
mues	mes	1 
paï	pas	1 
foleil	soleil	1 
immenfe	immense	1 
fufpendues	suspendues	1 
incompréhenfible	incompréhensible	1 
1e	de	1 
vafte	vaste	1 
affaifsé	affaissé	1 
franchifse	franchise	1 
connoître	connaître	1 
fes	les	1 
hoa	ha	1 
foutient	foutent	1 
foit	fait	1 
comparai	comparait	1 
qu’eft-ee	qu’eft-ee	1 
failiant	faisant	1 
auffi	suffi	1 
foit	fait	1 
furface	surface	1 
pafsez	passez	1 
vafte	vaste	1 
lorfque	lorsque	1 
écuelle	échelle	1 
poifrij	poifrij	1 
erez	serez	1 
connoifsance	connaissance	1 
mafsc	mais	1 
trouv	trouvé	1 
l6	le	1 
tréfors	trésors	1 
(i	si	1 
fut-elle	mutuelle	2 
impé«	imper	1 
cf	ce	1 
nétrables	notables	1 
s’écrie	série	1 
tranfports	transports	1 
fufpendue	suspendue	1 
«	a	1 
po’éte	poéte	1 
ven-vam	ven-vam	1 
çc	ça	1 
1jj	jj	1 
«	a	1 
fauf«	faut	1 
seté	jeté	1 
fufpendit	suspendit	1 
c’eft-à-dire	c’eft-à-dire	1 
vam	va	1 
parcequ’imiranc	parcequ’imiranc	1 
iij	ii	1 
vafte	vaste	1 
accroifsements	accroissement	1 
fublimes	sublimes	1 
fes	les	1 
fî	f	1 
jufqu’au	jusquau	1 
faint	fait	1 
feience	science	1 
confidérez	considérez	1 
ij)	ije	1 
femblc	semble	1 
aétions	étions	1 
fes	les	1 
s’étend	prétend	1 
renfermées	enfermées	1 
rits	rats	1 
dads	dans	1 
fcience	science	1 
lorfque	lorsque	1 
fouveraine	souveraine	1 
pofsede	possede	1 
exiftera	existera	1 
exifte	existe	1 
«	a	2 
vation	nation	1 
raifon	raison	2 
vafte	vaste	1 
fcience	science	2 
pro-	prof	1 
fage	face	1 
fentiments	sentiments	1 
efpeces	especes	1 
connoifsance	connaissance	1 
chofes	choses	1 
jufte	juste	2 
connoît	connaît	1 
efprit	esprit	1 
vicieufe	vicieuse	1 
vicieufes	vicieuses	1 
connoifsance	connaissance	2 
s’exerce	exerce	1 
obfcurcifsentla	obfcurcifsentla	1 
cupidités	cupidité	1 
raifon	raison	1 
inacceflible	inaccessible	1 
dignités	dignité	1 
fortir	sortir	1 
fc	fac	1 
s’élever	élever	1 
s’efforce	efforce	1 
quife	quite	1 
z01	zoo	1 
di-°	dit	1 
fes	les	1 
cft	cet	1 
difeours	discours	1 
çrnités	unités	1 
lui-même	lui-même	1 
filence	silence	1 
loix	loin	1 
fufesant	furetant	1 
s’occupe	occupe	1 
gacité	cité	1 
étoit	était	1 
miniftre	ministre	1 
fage	face	1 
falloit	fallait	2 
«	a	1 
chi-king	thinking	1 
conferver	conserver	1 
1sj	sj	1 
raifon	raison	1 
fain	fait	1 
fatisfaire	satisfaire	1 
»	a	1 
cefse	cesse	1 
s’arroger	s’arroger	1 
difeernement	discernement	1 
vicieufe	vicieuse	1 
confulrant	consultant	1 
s’érigent	s’érigent	1 
«	a	1 
infenfés	infectés	1 
ofe	of	1 
fauf	faut	1 
feul	seul	1 
preferire	prescrire	1 
maifons	maisons	1 
loix	loin	1 
jufqu’ici	jufqu’ici	1 
auflîbien	auflîbien	1 
loix	loin	1 
ofé	of	1 
fages	pages	1 
lamu’fique	lamu’fique	1 
fage	face	1 
s’il	sil	1 
clt	cet	1 
iuste	juste	1 
mufîque	musique	1 
chanaer	changer	1 
s’il	sil	1 
fages	pages	1 
rea	re	1 
florifsoient	florifsoient	1 
dynaftie	dynastie	2 
;ne	ne	1 
connoifsons	connaissons	1 
fes	les	1 
loix	loin	1 
miniftres	ministres	1 
connoître	connaître	1 
lesloix	leslie	1 
ainfî	ainsi	1 
conféquent	conséquent	1 
fuivre	suivre	1 
ferve	ferme	1 
floriffantes	florissantes	1 
dynaftie	dynastie	1 
chun-tam	chun-tam	1 
loix	loin	1 
fages	pages	1 
étoient	étaient	1 
dynaftie	dynastie	1 
loix	loin	1 
fubftfte	fubftfte	1 
minifiere	ministere	1 
fuivre	suivre	1 
conferve	conserve	1 
fubfiftent	fubfiftent	1 
fages	pages	2 
chcu	chou	1 
vu-vam	vu-vam	1 
enfeignées	enseignées	1 
aujourd’hui	aujourdhui	1 
dynaftie	dynastie	1 
tranfmifes	transmises	1 
loix	loin	1 
ven-vam	ven-vam	1 
zoj	zoo	1 
m’y	my	1 
favoir	avoir	1 
conftruction	construction	1 
fcrupuleufe	fcrupuleufe	1 
loix	loin	1 
ainfi	ainsi	1 
féverc	fever	1 
chofes	choses	1 
nécefsaires	nécessaires	1 
disi]	dis	1 
loix	loin	3 
fuivre	suivre	1 
fages	pages	1 
gnité	unité	1 
fes	les	1 
fage	face	1 
loix	loin	2 
refuferoient	refuseraient	1 
propofoic	propofol	1 
foumettre	soumettre	1 
propoferoit	proposerait	1 
lçs	les	1 
loix	loin	1 
ainfi	ainsi	1 
!oj	oj	1 
raifon	raison	1 
fuivant	suivant	2 
décifions	décisions	1 
fes	les	1 
répréhenfiblc	répréhensible	1 
s’égarera	séparera	1 
confulte	consulte	1 
foit	fait	1 
foutenu	foutent	1 
iij	ii	1 
conduife	conduire	1 
1io	bio	1 
fcience	science	1 
efpérer	espérer	1 
puifse	puisse	1 
fiecles	siecles	1 
efpérer	espérer	1 
parcequ’il	parcequ’il	1 
fcience	science	1 
connoît	connaît	1 
celui-là	celui-là	1 
éloi-	loin	1 
dis-je	dise	1 
conno’it	connait	1 
gnés	nés	1 
fages	pages	1 
fiecles	siecles	1 
voirais	boirais	1 
refpeâent	refpeâent	1 
défirent	désirent	1 
dynaftie	dynastie	1 
deftinées	destinées	1 
kam	km	1 
chi-king	thinking	1 
lorf-	lors	1 
vu-vam	vu-vam	1 
ancê«	ancré	1 
ven-vam	ven-vam	1 
royaucc	royaume	1 
affilier	officier	1 
jufqu’au	jusquau	1 
«	a	4 
s’accc	s’accc	1 
concc	concu	1 
fuivi	suivi	1 
fiecle	siecle	1 
cefsoit	cessait	1 
cliun	clin	1 
llj	ll	1 
imitoitle	imitoitle	1 
fcrupuleufement	scrupuleusement	1 
éthérés	éthérés	1 
s’accommode	raccommode	1 
avoient	avaient	1 
vuvam	viva	1 
obfcrvoit	obfcrvoit	1 
agifsant	agissant	1 
loix	loin	1 
efpaces	espaces	1 
ven-vam	ven-vam	1 
voifin	voisin	1 
s’étendoit	s’étendoit	1 
foutienne	soutienne	1 
fuccedent	succèdent	1 
interrup-	interrup-	1 
faifons	faisons	1 
cclairent	éclairent	1 
cefse	cesse	2 
fcience	science	1 
confuciusinftruifoient	confuciusinftruifoient	1 
foleil	soleil	1 
oppofée	opposée	1 
fuccedent	succèdent	1 
faifons	faisons	1 
parcequ’elle	parcequ’elle	1 
foleil	soleil	1 
univerfelle	universelle	1 
elle-même	elle-même	1 
étoit	était	1 
confu-	confus	1 
»	a	1 
déterminoit	déterminait	1 
rapportoit	rapportait	1 
fes	les	1 
cius	crus	1 
circonftances	circonstances	1 
avoït	avont	1 
devoit	devoir	1 
univerfelle	universelle	1 
courageufe	courageuse	1 
fcience	science	1 
celui-là	celui-là	1 
loix	loin	1 
feul	seul	3 
pofsede	possede	1 
bienfaifante	bienfaisante	1 
généreufe	généreuse	1 
juftice	justice	1 
nécefsaires	nécessaires	1 
ultleu	ultleu	1 
il6	il	1 
confommée	consommée	1 
circonfpectre	circonfpectre	1 
modefte	modeste	1 
refpect	respect	1 
diftingue	distingue	1 
deshonnête	deshonnête	1 
circonftances	circonstances	1 
feul	seul	2 
vafte	vaste	1 
circonftances	circonstances	1 
immeufe	immeuble	1 
immenfité	immensité	1 
foit	fait	1 
agit-elle	agit-elle	1 
tranfport	transport	1 
montret-elle	montret-elle	1 
parle-t-elle	parle-t-elle	1 
jusques	jusque	1 
rofée	rosée	1 
fécondentjetfivousy	fécondentjetfivousy	1 
ainfi	ainsi	1 
troutome	troutome	1 
foleil	soleil	1 
globequelaluueet	globequelaluueet	1 
zio	zoo	1 
raifon	raison	1 
remplifsant	remplissant	1 
fouverain	souverain	1 
feul	seul	1 
fujet	sujet	1 
fpherc	fpherc	1 
tsu-fu	touffu	1 
embrafse	embrasse	1 
univerfelle	universelle	1 
z2	z	1 
fubordination	subordination	1 
jusqu’à	jusquà	1 
exactementlesloix	exactementlesloix	1 
laproduction	production	1 
accroifsements	accroissement	1 
domeftiques	domestiques	1 
uneobfervation	uneobfervation	1 
feul	seul	1 
fuivre	suivre	1 
fujviç	fuji	1 
connoifsance	connaissance	1 
s’affermir	raffermir	1 
fonétions	fonctions	1 
s’élever	élever	1 
fagefse	sagesse	1 
tij	tir	1 
s’est-il	s’est-il	1 
2îz	nez	1 
raifon	raison	1 
fuivant	suivant	1 
rétablifsant	établissant	1 
affermi	affermir	1 
produâion	production	1 
s’eft	c’eft	1 
efprit	esprit	1 
loix	loin	1 
fagacité	sagacité	1 
intérefsantes	intéressantes	1 
fagefse	sagesse	1 
11j	j	1 
fagacité	sagacité	1 
fage	face	1 
yafte	cafte	1 
fublime	sublime	1 
hoei	hei	1 
chi-king	thinking	1 
iij	ii	1 
portoit	portait	1 
«	a	1 
cachoit	cachait	1 
fimple	simple	1 
commut	commun	1 
z34	zoo	1 
haïfsoît	haïfsoît	1 
vrages	vraies	1 
«	a	2 
dédaiguoit	dédaiguoit	1 
fage	face	1 
s’efforce	efforce	1 
ainfi	ainsi	1 
cecte	cette	1 
