Erreur	Correction	Fréquence	
godronné	goudronné	1 
atèles	stèles	1 
3°	de	1 
oblitérée	oblitéré	1 
crochue	croche	1 
antéro-inférieur	antéro-inférieur	1 
romiet	remet	1 
1°	de	2 
très-grèle	très-grèle	1 
2°	de	1 
lobule	globule	9 
très-petit	très-petit	1 
incisures	incisives	1 
fronto-pariétal	fronto-pariétal	1 
distinguons	distingués	1 
scissure	fissure	4 
remarquerons	remarqueront	1 
occipito-temporal	occipito-temporal	2 
1"	de	1 
semnopithèques	semnopithèques	1 
saï	sa	1 
prééminence	proéminence	1 
très-différents	très-différents	1 
quadrilatère	quadrilatère	1 
très-voisine	très-voisine	1 
inégalement	également	1 
mandrill	mandrin	1 
s’effacent	effacent	2 
papión	papier	1 
eux-mêmes	eux-mêmes	1 
sylvius	sylvia	1 
2°	de	1 
§	a	1 
s’en	sien	1 
lobule	globule	3 
s"»	sur	1 
4"	de	1 
5"	de	1 
lagotriche	lagotriche	1 
scissure	fissure	3 
ouistitis	ouistiti	1 
s’incline	incline	1 
xxxv	xxx	1 
celle-ci	celle-ci	1 
encéphale	encéphalite	1 
orang-outang	orang-outang	1 
phréno-logiques	phréno-logiques	1 
ai-je	aime	1 
sera-t-il	sera-t-il	1 
peut-être	peutêtre	3 
criterium	criterium	1 
cerebrali	cerebrali	1 
xxxyi	xxx	1 
sinsçes	singes	1 
attribuerons	attributions	1 
§	a	1 
analo-niiques	analo-niiques	1 
pourrai-je	pourrai-je	1 
c’est-à-dire	c’est-à-dire	1 
s’applique	applique	1 
s’atrophient	s’atrophient	1 
s’agit	sagit	1 
semnopithèques	semnopithèques	3 
très-inégale	très-inégale	1 
etc,	etc	1 
prééminence	proéminence	1 
s’accroît	accroît	1 
cynocéphales	cynocéphales	3 
ceux-ci	ceux-ci	1 
s’accuse	accuse	1 
subdivisé	subtilisé	1 
—	a	8 
pithèques	pithèques	1 
caucasique	caucasique	1 
hottentote	hottentote	2 
subdivise	subtilise	1 
mandrills	mandrills	1 
magots	ragots	1 
orbitaire	ordinaire	1 
phs	pas	1 
orangs	rangs	4 
s’exprime	exprime	1 
consumment	consomment	1 
très-grand	très-grand	1 
vorang-outang	vorang-outang	1 
très-éloignée	très-éloignée	1 
-caques	plaques	1 
cynocéphales	cynocéphales	1 
très-élevés	très-élevés	1 
très-simples	très-simples	1 
marquables	remarquables	1 
callithrix	callithrix	1 
lagotriches	lagotriches	2 
sapajous	sapajous	1 
—	a	4 
douroucouli	douroucouli	1 
atèles	stèles	2 
très-simple	très-simple	1 
saïmiri	samir	1 
lobule	globule	1 
sajous	sous	1 
orangs	rangs	1 
ouistitis	ouistiti	2 
saïs	sais	2 
s’élève	soulève	1 
lohule	foule	1 
semnopithèques	semnopithèques	1 
s’accroît	accroît	1 
vhomme	homme	1 
cynocéphales	cynocéphales	4 
vorang	voyant	1 
très-remarquables	très-remarquables	1 
lagotriches	lagotriches	3 
—	a	5 
atèles	stèles	3 
nopitlièques	nopitlièques	1 
sylvius	sylvia	1 
sériale	sérial	4 
très-réduite	très-réduite	1 
lobule	globule	1 
sajous	sous	3 
orangs	rangs	2 
s’abaisse	rabaisse	1 
sessile	sensible	2 
très-développée	très-développée	1 
sériai	sérial	1 
gradation	graduation	1 
scissure	fissure	1 
ouistitis	ouistiti	1 
saïs	sais	2 
s’élève	soulève	1 
très-variable	très-variable	1 
quanta	quant	1 
vhomme	homme	2 
exception),	exception)	1 
cynocéphales	cynocéphales	3 
au-dessus	au-dessus	2 
lagotriches	lagotriches	1 
temporo-sphénoïdal	temporo-sphénoïdal	4 
peut-être	peutêtre	1 
très-long	très-long	1 
atèles	stèles	2 
scissure	fissure	1 
hottentote	hottentote	1 
sylvius	sylvia	1 
voyons-nous	voyons-nous	1 
sériale	sérial	1 
au-dessous	au-dessous	1 
distinguerons	distinguerons	1 
orarigs	otaries	1 
universalité	université	1 
lohe	love	1 
très-développée	très-développée	1 
c’est-à-dire	c’est-à-dire	1 
caucasiques	caucasiques	1 
c-e	ce	1 
vorang	voyant	1 
yénus	vénus	1 
s’élève	soulève	1 
cynocéphales	cynocéphales	2 
très-grand	très-grand	2 
semnopithèques	semnopithèques	3 
ceux-ci	ceux-ci	1 
vhomme	homme	2 
gradation	graduation	1 
lagotriches	lagotriches	3 
voyons-nous	voyons-nous	1 
sériale	sérial	1 
nycti-pithèques	nycti-pithèques	1 
scissure	fissure	1 
ouistitis	ouistiti	1 
sajous	sous	3 
saïs	sais	3 
orangs	rangs	3 
atèles	stèles	3 
noterons	voterons	1 
xxxyh	xxx	1 
2"	de	1 
quadrilatère	quadrilatère	2 
très-large	très-large	1 
fronto-pariétal	fronto-pariétal	1 
inductions	induction	1 
m’exprimer	exprimer	1 
ultérieures	ultérieure	1 
§	a	1 
ascendantes	ascendante	1 
cyïiocéphales	cyïiocéphales	1 
résumant	résumait	1 
scissure	fissure	1 
lobule	globule	3 
s’agrandit	agrandit	1 
très-grand	très-grand	1 
spurzheimi	spurzheimi	1 
grandira-t-elle	grandira-t-elle	1 
dis-je	dise	1 
3’’	3’’	1 
réfutée	réputée	1 
très-prononcée	très-prononcée	1 
crânioscopie	crânioscopie	3 
rajeunies	rajeunis	1 
très-développés	très-développés	1 
sera-ce	service	1 
phrénologiste	phrénologiste	1 
courbures	courbure	1 
l’autre),	l’autre	1 
flourens	florins	1 
gall	all	3 
saint-thomas	saint-thomas	1 
papión	papier	1 
oken	open	1 
2°	de	1 
occipitales	occipitale	2 
très-petit	très-petit	2 
tnoyen	troyen	1 
incisures	incisives	1 
sectateur	spectateur	1 
très-grande	très-grande	1 
temporo-pariétal	temporo-pariétal	2 
seolasti(|ues	seolasti(|ues	1 
est-elle	estelle	1 
phrénologie	chronologie	1 
iiardiesses	iiardiesses	1 
crânioscopie	crânioscopie	1 
carus	crus	2 
cé-phaliques	céphalique	1 
nouveau-nés	nouveautés	1 
scissures	fissures	1 
foville	fouille	1 
gall	all	1 
jusqu’à	jusquà	1 
prouvent-ils	prouvent-ils	1 
s’étalent	étalent	1 
s’écartent	écartent	1 
m’en	mien	1 
pariéto-fron-tales	pariéto-fron-tales	1 
lexamen	examen	1 
s’avancent	avancent	1 
anen-céphales	anen-céphales	1 
spix	six	2 
pariéto-occipitales	pariéto-occipitales	1 
pauvretés	pauvreté	1 
phrénologie	chronologie	1 
avons-nous	avons-nous	1 
m’a	ma	1 
réprouvée	réprouve	1 
fibreuses	fibreuse	3 
irradiations	irradiation	1 
l’in-ielligence	l’intelligence	1 
s’il	sil	1 
expansions	expansion	3 
inductions	induction	1 
dianoia	danois	1 
est-elle	estelle	1 
peut-être	peutêtre	1 
ijueii	ijueii	1 
flourens	florins	1 
démontrent-elles	démontrent-elles	1 
naus	nous	1 
gall	all	1 
substi	subi	1 
pourrait-on	pourrait-on	1 
s’il	sil	1 
permettront-elles	permettront-elles	1 
sont-elles	sont-elles	1 
ont-elles	ont-elles	1 
bornées	bornes	1 
s’engendre	engendre	1 
celui-là	celui-là	1 
physiologistes	physiologiste	2 
irrécusables	irréfutables	1 
s’élèvera	soulèvera	1 
aurait-il	aurait-il	1 
est-il	etil	1 
s’attache	attache	1 
2"	de	1 
l’in-telligence	l’in-telligence	1 
nécessan’ement	nécessairement	1 
paraîtront-elles	paraîtront-elles	1 
dk	de	1 
ni4’,ni:r!i	ni4’,ni:r!i	1 
ããêêîë	ããêêîë	1 
difïicultés	difficultés	1 
ìã-..	ìã-..	1 
